FRAME;ANGLE;CENTER X;CENTER Y;WIDTH;HEIGHT;
572;161.456;298.372;299.127;99.6007;113.042;
573;161.681;299.801;299.387;98.899;112.719;
574;161.391;301.607;299.794;99.0765;112.61;
575;160.934;303.149;300.802;98.6105;112.282;
576;160.296;304.704;301.454;99.1457;112.528;
577;161.376;305.818;302.072;97.3671;112.281;
578;164.29;307.432;302.623;96.9513;112.433;
579;164.255;308.442;303.323;96.7539;112.008;
580;165.576;310.148;303.999;96.7129;111.763;
581;166.077;311.576;304.593;97.2292;111.742;
582;170.664;314.657;305.737;97.2328;111.924;
583;170.827;316.29;306.793;97.2917;113.125;
584;171.591;317.634;307.555;96.4943;112.955;
585;170.637;318.761;308.404;96.1191;113.36;
586;170.145;320.118;309.095;95.7421;113.704;
587;170.015;321.471;309.835;95.0389;113.551;
588;168.791;322.735;310.553;94.3949;113.113;
589;168.663;324.029;311.004;94.3366;113.205;
590;166.816;325.51;311.687;94.2832;113.184;
591;167.175;327.597;312.992;93.2119;112.834;
592;170.453;335.063;317.153;91.4841;111.286;
593;171.66;338.073;319.159;89.5694;112.315;
594;170.805;338.889;319.571;89.8108;112.646;
595;171.249;340.128;320.572;90.332;112.234;
596;170.477;341.118;321.358;90.0529;111.973;
597;170.886;342.305;322.126;90.0715;112.207;
598;170.676;343.536;322.755;89.276;112.434;
599;171.28;344.752;322.866;88.9227;112.541;
600;172.189;346.556;323.132;88.9847;112.181;
601;172.725;347.435;323.384;88.1763;112.795;
602;171.645;349.907;325.225;88.0276;111.957;
603;171.946;350.901;325.818;86.7998;111.881;
604;172.854;351.989;326.341;86.7406;112.575;
605;172.808;352.672;326.896;87.0117;112.273;
606;172.158;353.597;327.093;86.1111;112.322;
607;171.914;354.119;327.444;86.2402;112.244;
608;172.903;355.044;328.103;86.3025;112.015;
609;172.707;355.725;328.441;85.836;112.187;
610;173.852;356.65;329.452;84.9177;113.007;
611;174.57;357.42;330.077;84.6997;112.385;
612;175.02;358.395;330.979;84.4488;112.466;
613;174.856;358.934;331.655;84.2097;112.137;
614;175.132;359.648;331.884;83.6902;112.135;
615;175.777;360.367;332.337;83.8245;111.747;
616;175.712;361.148;333.026;83.6635;111.711;
617;176.359;361.664;333.436;83.4863;111.627;
618;176.427;362.506;333.792;83.1805;111.934;
619;176.595;363.042;334.522;82.682;111.935;
620;176.827;364.168;334.887;83.524;111.762;
621;177.42;367.005;338.281;82.8307;111.692;
622;178.39;370.262;341.384;80.6427;110.981;
623;178.978;370.689;341.905;80.255;111.043;
624;178.571;370.903;342.499;80.3792;111.194;
625;178.843;371.37;343.032;80.3246;111.053;
626;179.019;371.543;343.651;79.797;110.755;
627;179.239;371.79;344.046;79.3665;110.866;
628;178.981;372.047;344.607;79.2714;110.365;
629;178.696;372.397;345.023;79.776;111.299;
630;178.711;372.862;345.647;79.1195;110.965;
631;179.208;373.287;346.071;78.7459;110.969;
632;179.498;373.491;346.557;78.608;110.651;
633;179.708;373.855;346.45;78.1042;110.645;
634;179.789;374.38;346.657;78.1067;110.315;
635;179.986;374.477;346.822;77.5994;109.962;
636;179.899;374.705;346.884;77.6585;110.567;
637;179.914;374.94;347.286;77.664;110.31;
638;0.367219;375.319;347.302;77.341;109.978;
639;0.175306;375.304;347.684;76.9706;109.881;
640;0.410936;375.562;347.707;77.2569;109.165;
641;0.303237;375.756;347.769;76.7455;109.619;
642;0.262188;375.824;347.869;76.5417;109.411;
643;0.547366;375.952;348.045;76.6836;109.06;
644;0.326511;375.956;348.4;76.5212;109.155;
645;0.391839;376.086;348.565;76.8771;108.862;
646;1.02508;376.155;348.798;76.8448;108.754;
647;0.999061;376.014;349.179;76.5149;108.715;
648;0.898739;376.033;349.482;76.434;108.598;
649;1.01885;376.07;349.414;76.6082;108.447;
650;1.3064;375.847;349.642;76.6741;108.192;
651;1.05059;375.666;349.739;76.9184;107.774;
652;0.997411;375.761;349.981;76.9286;108.339;
653;1.35679;375.565;350.498;77.4673;108.94;
654;1.08179;375.672;350.665;77.4151;108.742;
655;1.34999;375.325;350.978;78.0211;109.244;
656;1.69843;375.327;351.107;78.0773;109.235;
657;1.24013;375.022;351.343;78.4861;108.831;
658;1.43708;375.048;351.529;78.6193;109.053;
659;1.02471;374.699;351.968;78.5541;109.096;
660;0.802702;374.093;353.915;78.5429;108.853;
661;0.0646034;369.251;357.898;80.7906;109.375;
662;3.85412;365.161;364.045;82.8723;109.291;
663;5.40135;364.578;365.562;82.5996;110.203;
664;5.71338;363.604;366.096;82.7435;110.366;
665;5.6008;362.836;366.701;82.6712;110.087;
666;6.50802;362.407;367.309;82.7431;109.384;
667;6.9527;361.714;367.923;82.9209;110.239;
668;7.69671;361.249;368.8;83.5988;109.61;
669;7.96666;360.543;369.388;83.9158;109.632;
670;8.91438;359.935;370.047;83.8451;109.915;
671;9.49159;359.252;370.296;83.8194;109.308;
672;9.50611;358.601;370.571;83.6842;109.644;
673;9.41261;358.064;371.296;83.8525;109.869;
674;9.79165;357.513;371.781;84.0305;109.822;
675;9.8155;357.256;372.476;83.7943;109.779;
676;9.89282;356.699;373.149;84.1819;110.063;
677;9.94002;356.338;373.772;83.8164;110.704;
678;10.4172;355.725;374.461;83.8545;110.83;
679;9.43395;355.398;375.09;84.1947;111.096;
680;9.3772;355.097;375.615;84.0317;111.26;
681;10.3876;354.813;376.41;84.2562;111.547;
682;10.8034;353.297;380.699;83.9447;110.56;
683;12.4053;352.3;385.174;84.2343;111.956;
684;12.5667;351.794;386.587;84.1437;111.664;
685;12.6671;351.278;387.34;84.2779;111.518;
686;13.1125;350.698;387.771;84.3817;111.441;
687;13.4172;350.569;388.496;84.5151;110.783;
688;13.7129;349.828;388.985;84.469;110.408;
689;13.7221;349.763;389.505;84.3782;110.543;
690;14.0549;349.126;389.765;84.0923;110.749;
691;13.9433;348.831;390.207;84.2561;110.845;
692;15.1168;348.54;390.054;84.0224;110.348;
693;14.2263;348.362;390.123;84.1906;110.453;
694;14.6939;348.055;390.142;84.3637;110.958;
695;14.614;347.975;390.67;83.9129;110.678;
696;14.6191;347.825;390.438;84.078;110.606;
697;14.0487;347.431;390.999;83.7397;111.34;
698;14.4974;347.168;390.747;83.8797;110.714;
699;14.4845;346.776;390.812;83.8026;110.748;
700;14.2822;346.485;390.783;83.6523;110.746;
701;13.3592;346.292;391.065;83.9469;110.48;
702;13.6144;345.862;390.831;84.063;110.282;
703;13.5515;345.171;390.538;84.1202;110.119;
704;14.0017;344.542;390.268;83.9623;109.821;
705;13.8499;344.169;389.985;84.5227;110.422;
706;13.8276;343.827;389.604;85.1001;110.514;
707;13.4271;343.31;389.073;84.8685;110.555;
708;13.6665;342.704;388.62;85.0094;110.389;
709;13.7197;342.183;387.844;85.3822;110.64;
710;13.6573;341.339;387.219;85.6772;110.827;
711;13.6303;340.657;386.707;85.9043;110.685;
712;13.5482;339.74;386.258;86.4662;110.891;
713;13.8259;339.043;385.516;86.3527;111.029;
714;13.6939;338.308;385.317;86.7662;111.248;
715;13.0359;337.325;384.94;87.4374;111.759;
716;12.8367;336.563;384.403;87.6769;111.902;
717;12.2589;335.435;383.682;88.4672;112.305;
718;11.6216;334.445;383.395;88.9857;112.302;
719;13.7443;334.644;388.084;89.3509;112.988;
720;14.4433;333.409;388.735;89.7035;113.453;
721;13.854;332.097;388.931;90.548;113.725;
722;14.2338;331.009;388.802;90.7601;113.697;
723;14.6113;329.952;388.913;90.8175;113.855;
724;13.9096;328.491;388.588;90.5526;113.315;
725;13.145;327.395;388.23;91.3527;113.675;
726;13.2909;326.393;387.789;91.1629;113.159;
727;13.6662;324.653;387.651;91.785;113.315;
728;15.4704;323.014;386.903;92.6663;112.88;
729;14.688;321.425;386.439;93.0967;113.322;
730;15.037;319.838;385.726;93.9643;113.9;
731;14.7414;318.168;384.967;94.753;114.716;
732;14.0807;316.432;384.161;95.032;114.598;
733;15.3203;314.782;383.309;96.0922;114.312;
734;14.4023;313.306;382.701;96.8483;114.622;
735;15.4604;311.546;382.178;97.2747;114.093;
736;15.4522;309.676;381.318;97.1571;113.673;
737;13.3592;307.44;380.244;97.7136;113.513;
738;14.4183;303.193;378.129;98.5234;112.701;
739;14.5126;301.256;376.881;99.2454;112.169;
740;14.4806;299.378;375.989;99.6936;111.984;
741;13.2405;297.291;375.124;99.2685;112.806;
742;13.7093;295.072;374.697;99.6858;113.121;
743;9.89097;292.411;374.655;100.688;114.195;
744;10.4415;284.148;373.333;103.974;115.387;
745;7.26443;277.39;372.294;105.623;114.963;
746;5.85432;274.905;371.823;105.507;115.142;
747;6.46015;272.444;370.997;106.578;114.636;
748;6.88404;270.063;370.476;107.25;114.733;
749;6.37239;267.982;370.148;107.21;114.663;
750;8.82333;265.983;369.559;107.69;115.891;
751;8.03765;263.376;369.059;108.45;116.227;
752;9.91821;260.536;367.868;108.719;116.309;
753;9.58971;257.877;366.89;108.83;115.83;
754;7.51342;255.336;366.03;109.421;115.925;
755;4.18222;253.193;365.357;109.731;115.164;
756;7.96619;250.544;364.661;109.627;115.04;
757;7.64982;248.344;364.503;110.541;115.521;
758;7.71104;245.96;363.861;110.594;115.153;
759;9.0782;244.011;363.088;110.135;115.492;
760;10.8175;241.921;362.638;111.04;115.211;
761;5.82419;240.141;361.947;110.963;115.176;
762;3.524;238.273;361.756;111.244;115.701;
763;3.09069;236.523;360.493;111.72;115.888;
764;4.06213;234.374;359.745;111.845;116.259;
765;6.27295;232.43;359.089;111.573;116.394;
766;6.28868;230.649;357.984;111.675;116.587;
767;14.0969;228.827;356.763;111.791;116.205;
768;12.5788;226.812;355.5;112.736;116.326;
769;19.246;225.196;354.431;112.447;116.259;
770;13.9334;223.21;353.582;113.18;116.449;
771;19.9532;221.363;352.561;113.68;117.13;
772;21.6093;219.877;352.24;113.861;117.396;
773;26.3548;218.375;351.327;114.242;118.317;
774;16.8102;216.47;350.277;114.581;118.442;
775;17.7231;214.717;348.919;115.232;117.959;
776;21.4621;213.211;347.443;116.077;117.808;
777;2.27567;211.732;346.875;116.595;117.743;
778;1.97031;210.278;346.098;116.66;117.811;
779;162.824;208.794;345.569;117.171;117.776;
780;172.618;207.36;344.875;116.94;117.611;
781;157.369;205.891;344.049;117.302;118.214;
782;178.615;204.234;342.864;116.8;119.017;
783;179.315;202.747;341.994;116.744;118.274;
784;6.18158;201.419;341.009;116.646;118.732;
785;11.7945;199.963;340.308;117.123;119.732;
786;17.8303;198.326;339.871;117.203;119.79;
787;18.2263;196.884;339.295;117.045;119.998;
788;20.3249;195.892;338.784;117.309;119.831;
789;12.7482;194.697;338.242;117.95;120.565;
790;12.3093;193.724;337.715;118.072;121.26;
791;20.0648;192.989;337.274;118.291;121.842;
792;21.3814;192.283;337.117;117.823;121.5;
793;22.5317;191.424;336.838;118.233;121.932;
794;9.7872;190.432;336.463;119.236;121.927;
795;22.0118;189.922;336.394;119.66;122.338;
796;15.0269;189.029;335.796;119.956;122.586;
797;18.7637;188.432;335.826;119.806;122.684;
798;24.2739;187.871;335.387;120.181;122.706;
799;21.161;187.231;335.054;120.328;122.995;
800;23.0939;186.789;334.473;120.762;123.449;
801;21.2699;185.97;334.309;120.855;123.219;
802;25.3243;185.614;334.215;120.987;123.452;
803;32.2052;185.09;333.644;121.518;123.812;
804;24.7555;184.656;333.651;121.379;123.579;
805;28.6761;184.146;333.552;121.859;124.268;
806;32.7633;183.638;333.363;121.937;124.673;
807;31.4326;183.092;332.954;122.133;124.597;
808;29.7495;182.726;333.16;122.628;125.262;
809;35.4174;182.071;332.718;122.644;125.265;
810;38.3774;181.696;332.539;122.795;125.64;
811;37.3544;181.331;332.085;122.901;126.1;
812;35.8488;180.785;331.653;123.437;126.304;
813;34.8125;180.377;331.356;123.257;125.841;
814;44.054;179.907;331.074;123.177;126.157;
815;42.289;179.585;331.038;123.44;126.449;
816;40.0213;179.203;330.531;123.222;126.669;
817;44.5502;178.726;330.61;123.212;126.856;
818;40.0808;178.346;330.357;123.625;127.028;
819;43.5109;178.193;330.545;123.192;126.795;
820;38.9142;177.967;330.015;124.097;127.13;
821;34.5232;177.808;330.16;123.099;126.987;
822;40.5119;177.343;330.155;123.159;127.036;
823;39.8724;177.122;330.201;123.71;126.708;
824;38.7655;176.818;330.151;123.761;126.894;
825;39.1798;176.72;330.081;123.487;126.7;
826;40.1397;176.511;329.981;123.559;126.541;
827;44.827;176.522;329.776;123.703;126.749;
828;35.4171;176.502;329.828;123.9;126.608;
829;34.4691;176.029;330.174;123.926;126.571;
830;34.6175;176.208;329.993;123.729;126.616;
831;35.4992;175.767;330.197;124.317;126.354;
832;32.8778;175.843;330.329;124.122;126.531;
833;35.0905;175.681;330.021;124.394;126.577;
834;34.813;175.833;330.119;124.065;126.442;
835;47.5197;175.86;329.736;124.232;126.024;
836;35.5979;175.829;329.577;123.695;125.783;
837;32.8464;175.872;329.295;123.316;126.064;
838;22.3071;175.928;329.205;123.533;125.671;
839;24.0199;175.975;329.373;123.711;125.871;
840;29.3833;176.061;328.893;123.769;125.602;
841;29.1303;176.064;328.807;123.096;125.292;
842;22.8715;176.071;328.015;122.629;125.448;
843;31.9097;176.481;327.686;122.839;124.261;
844;21.3331;176.677;327.089;122.631;124.876;
845;12.9666;176.984;326.368;122.036;124.213;
846;15.7029;176.699;326.034;122.141;123.565;
847;21.1401;176.888;326.001;121.731;123.501;
848;14.0772;176.835;325.351;121.488;122.953;
849;21.5697;177.207;325.394;121.209;122.702;
850;17.0175;177.279;325.412;121.249;122.971;
851;28.1811;177.337;325.555;120.473;122.653;
852;28.6134;177.582;325.484;120.401;122.405;
853;36.2077;177.437;325.721;120.335;122.158;
854;32.6498;177.618;325.76;120.285;122.165;
855;34.9892;177.968;325.826;119.731;122.111;
856;34.8731;178.175;325.952;119.751;121.824;
857;35.8192;178.517;326.557;119.249;121.88;
858;37.2412;178.473;327.376;119.396;121.977;
859;33.9714;178.885;327.889;118.962;121.512;
860;27.6875;178.758;327.989;119.148;122.025;
861;22.0278;179.019;328.458;119.056;121.937;
862;23.264;178.808;328.771;119.05;121.469;
863;19.0452;179.206;329.756;119.164;121.776;
864;22.8127;179.253;330.566;119.267;121.673;
865;21.6276;179.12;331.363;118.742;121.333;
866;28.3307;179.044;332.325;118.746;121.25;
867;23.603;179.347;332.928;118.483;121.28;
868;27.1507;179.477;333.46;118.408;121.518;
869;17.4356;179.217;335.579;118.329;120.519;
870;151.632;178.235;342.944;119.223;119.824;
871;159.453;178.353;349.228;117.733;118.992;
872;2.1021;178.279;352.197;117.51;119.18;
873;5.42468;179.039;353.044;117.503;119.408;
874;1.81472;179.341;354.018;116.99;119.211;
875;174.844;179.681;354.391;116.802;118.947;
876;10.26;180.179;354.477;117.342;119.342;
877;7.17303;181.473;354.824;116.443;118.576;
878;8.83509;181.839;354.936;116.712;118.555;
879;6.07641;182.204;355.306;116.662;118.806;
880;7.75318;182.648;355.357;117.068;119.459;
881;178.152;182.783;355.731;117.124;119.417;
882;6.3034;183.268;355.973;117.377;119.467;
883;14.1736;183.827;356.231;117.747;119.755;
884;9.99262;183.877;356.379;117.626;120.45;
885;9.63221;183.995;356.742;117.719;120.406;
886;9.96246;184.361;357.488;117.535;120.534;
887;12.1289;184.533;357.42;117.879;121.478;
888;7.56314;184.584;357.476;117.681;120.914;
889;11.141;184.607;357.357;117.914;120.73;
890;11.8563;184.57;357.454;117.817;121.129;
891;10.9657;184.459;357.518;117.411;120.628;
892;15.3825;184.601;357.501;117.781;120.903;
893;12.4482;184.543;357.5;118.727;122.117;
894;17.9635;184.722;357.708;118.064;121.695;
895;11.6675;184.527;357.76;118.28;122.09;
896;10.4635;184.536;357.994;118.823;121.388;
897;12.8451;184.999;357.881;118.129;121.684;
898;15.2865;185.548;358.068;118.613;121.897;
899;19.6487;185.999;358.12;118.635;121.813;
900;15.1115;186.6;358.009;118.842;122.518;
901;15.9961;187.188;358.413;118.632;121.78;
902;18.0928;188.299;358.294;119.137;122.648;
903;14.9033;189.11;358.473;119.599;122.587;
904;9.10244;189.973;358.557;119.675;122.705;
905;15.6642;191.582;358.634;120.024;123.008;
906;13.8637;192.662;359.458;120.613;122.406;
907;17.2309;193.836;359.269;120.496;123.23;
908;14.3111;195.47;359.531;120.023;123.05;
909;21.7916;196.899;359.844;120.075;123.185;
910;22.6241;198.245;359.96;120.221;124.118;
911;21.3529;199.363;361.099;120.372;123.733;
912;8.19399;202.365;362.825;120.27;122.966;
913;17.781;203.633;363.417;120.082;122.871;
914;10.4311;205.1;363.974;120.111;123.486;
915;7.74528;206.529;365.107;120.302;123.007;
916;6.66261;207.786;365.896;119.405;122.864;
917;11.6098;208.948;366.905;119.204;122.397;
918;11.7971;210.097;367.412;120.056;122.38;
919;13.6178;211.592;368.222;120.368;123.615;
920;21.2078;213.027;369.135;120.058;124.287;
921;21.0506;214.713;369.483;119.699;124.62;
922;18.202;216.183;370.737;119.236;123.905;
923;15.8727;217.69;371.753;119.221;123.468;
924;14.3211;219.349;372.888;118.573;123.351;
925;14.7006;220.991;373.199;118.201;123.437;
926;17.567;222.483;373.977;117.694;123.917;
927;21.9898;224.224;375.13;117.656;123.825;
928;18.199;226.05;376.297;117.195;123.383;
929;13.5445;227.591;377.777;116.701;122.843;
930;14.2906;229.309;378.764;115.861;122.429;
931;17.1354;232.424;380.173;115.379;121.458;
932;18.8836;234.229;380.64;114.867;121.543;
933;20.1577;235.833;381.036;114.771;120.759;
934;21.6227;237.919;381.153;114.656;121.374;
935;21.0732;239.658;381.653;114.272;120.735;
936;18.1446;241.214;382.389;114.049;120.585;
937;17.7811;243.033;383.414;114.134;120.627;
938;18.993;245.087;384.72;113.386;120.328;
939;22.9031;246.917;385.267;113.178;120.821;
940;23.9544;250.116;387.182;111.635;121.423;
941;22.2753;251.957;387.75;111.439;122.03;
942;23.1026;253.958;387.929;111.662;121.981;
943;20.0914;255.776;388.793;111.019;122.278;
944;20.0175;257.82;389.149;111.551;122.581;
945;19.3321;259.28;389.729;111.38;122.817;
946;20.0259;260.919;390.895;111.346;121.919;
947;19.937;262.723;392.104;111.111;122.373;
948;22.7553;264.64;393.727;110.931;122.042;
949;21.6476;267.31;395.154;110.873;123.255;
950;19.9848;272.444;397.663;110.439;123.752;
951;21.9008;277.398;401.293;109.648;123.301;
952;22.4549;278.592;402.224;108.833;123.865;
953;24.4041;280.416;403.408;108.842;124.277;
954;25.3335;282.331;404.128;108.593;124.84;
955;23.9952;284.349;404.704;107.654;125.003;
956;24.2714;286.156;405.503;107.165;124.364;
957;25.2788;288.089;405.643;106.883;124.199;
958;24.497;289.555;405.93;106.902;124.001;
959;25.3276;290.94;406.459;106.759;122.897;
960;24.2299;292.747;407.033;106.179;123.145;
961;24.5885;293.988;407.87;106.071;123.896;
962;22.3222;295.256;408.106;106.216;123.44;
963;21.2442;296.335;408.055;106.748;123.598;
964;21.0111;297.414;408.333;106.569;123.656;
965;19.659;298.576;408.428;106.354;123.769;
966;20.2782;300.259;408.402;106.368;123.968;
967;18.966;301.563;408.557;105.944;123.622;
968;21.131;302.892;408.687;105.751;124.178;
969;19.1943;304.437;408.826;104.732;124.558;
970;19.9727;305.916;408.837;103.765;124.947;
971;19.8557;306.906;408.955;103.785;124.756;
972;19.5686;310.429;409.124;102.66;125.811;
973;19.4699;311.703;409.314;102.713;126.112;
974;19.6198;312.942;409.461;103.043;126.472;
975;19.6435;313.93;409.599;102.529;125.726;
976;20.1222;315.309;409.57;102.277;125.966;
977;18.0646;316.427;409.32;102.173;126.312;
978;18.331;317.742;409.61;101.52;125.653;
979;17.6709;318.764;409.352;101.505;125.218;
980;17.2206;319.748;409.155;100.734;124.97;
981;16.9472;320.628;409.539;100.28;125.049;
982;17.2267;321.389;409.432;100.302;124.526;
983;17.2261;322.106;409.678;99.679;125.063;
984;16.6159;322.754;409.188;99.9351;124.625;
985;16.9538;323.399;409.188;99.1686;124.945;
986;17.244;323.967;408.936;99.0461;124.887;
987;17.3354;324.3;409.082;98.9165;125.453;
988;17.1386;324.791;408.945;98.5969;124.516;
989;16.7457;324.734;408.726;98.7352;124.626;
990;17.5235;324.945;408.734;98.8429;124.333;
991;17.2127;324.875;408.654;98.9865;124.898;
992;18.1539;325.132;408.648;98.9498;125.164;
993;17.0014;325.16;408.154;98.8241;124.908;
994;17.459;324.977;408.151;98.9841;124.544;
995;16.2781;325.135;407.736;98.7061;124.76;
996;16.7343;325.149;408.162;98.8285;124.857;
997;17.0694;325.096;408.289;98.862;125.239;
998;16.8763;324.943;408.299;98.9203;124.97;
999;16.5285;324.989;407.958;98.8777;125.43;
1000;16.6434;324.961;407.721;98.7045;125.255;
1001;16.5264;325.258;407.262;98.9457;125.456;
1002;16.8678;324.925;407.412;99.3268;125.083;
1003;17.0497;325.058;407.609;99.3341;125.239;
1004;16.9575;324.996;407.828;99.6884;125.328;
1005;16.7162;324.956;407.601;99.0057;125.105;
1006;16.6707;325.038;407.536;99.1855;125.949;
1007;16.1589;324.982;407.132;99.5468;125.424;
1008;16.67;325.306;406.837;99.1249;125.954;
1009;16.8419;325.387;406.443;99.1735;125.355;
1010;16.8097;325.376;406.273;99.2266;125.276;
1011;16.1157;325.87;405.908;98.8513;125.47;
1012;16.1908;326.063;405.307;98.967;125.466;
1013;16.1824;326.207;404.884;99.1253;125.04;
1014;16.0574;326.418;404.376;98.8343;125.439;
1015;16.1497;326.666;404.185;98.8709;125.397;
1016;16.2647;326.832;403.67;99.056;125.43;
1017;16.3535;327.188;403.315;99.2054;125.576;
1018;15.3874;327.769;402.774;98.5947;125.248;
1019;16.1095;328.344;402.229;98.3942;125.279;
1020;15.8333;328.506;401.599;98.1745;125.41;
1021;15.8828;329.128;401.122;97.944;125.302;
1022;16.3004;329.794;400.179;97.9346;125.882;
1023;16.6057;330.439;399.489;97.801;125.767;
1024;15.759;331.059;398.923;97.4839;125.316;
1025;16.0666;331.963;398.201;97.2437;125.373;
1026;15.0976;332.5;397.146;97.7479;125.057;
1027;15.4236;335.94;395.916;96.957;124.793;
1028;12.7431;341.328;394.25;95.2645;123.625;
1029;12.1057;343.596;392.534;95.1004;122.159;
1030;11.3751;344.279;391.702;94.5417;122.867;
1031;11.4368;344.931;390.628;94.016;123.191;
1032;11.2211;345.513;390.293;93.8799;123.424;
1033;10.8147;346.145;389.309;93.4638;122.945;
1034;10.417;346.626;388.73;93.6954;122.998;
1035;10.9557;347.269;388.251;93.1233;122.72;
1036;10.0677;348.041;387.166;92.8811;122.328;
1037;9.87176;348.484;386.452;92.9816;121.886;
1038;10.3001;348.983;385.563;92.9214;122.14;
1039;9.56587;349.529;385.171;92.6205;122.01;
1040;9.94983;349.727;384.691;92.1675;122.022;
1041;9.8385;349.845;384.286;92.241;122.058;
1042;9.27282;349.807;384.063;91.9857;122.057;
1043;9.823;350.18;383.751;91.1656;121.519;
1044;8.50774;349.968;383.274;91.4575;121.851;
1045;8.69267;349.835;383.345;91.776;121.453;
1046;9.07905;349.611;383.347;91.7693;121.201;
1047;8.42279;346.553;383.751;92.1027;121.598;
1048;10.0947;337.728;383.957;95.3021;120.2;
1049;11.8927;335.176;384.915;96.3953;119.644;
1050;11.1433;334.393;384.9;96.1942;120.233;
1051;11.4953;334.057;384.716;94.7807;120.222;
1052;10.095;333.46;384.14;95.2194;119.854;
1053;9.70034;333.049;384.313;95.2431;119.786;
1054;10.0453;331.414;383.333;95.6754;119.872;
1055;9.99579;330.532;382.956;94.9365;119.64;
1056;10.1993;329.715;381.857;95.271;119.923;
1057;9.71724;328.484;381.485;95.3175;119.147;
1058;10.9995;327.193;381.146;95.7039;119.231;
1059;10.0145;325.608;380.832;96.4994;118.862;
1060;10.6364;323.787;380.258;97.2534;119.05;
1061;9.99756;320.317;378.959;99.2828;118.714;
1062;10.0765;317.167;377.726;100.698;119.091;
1063;5.7682;305.612;375.153;104.137;117.604;
1064;6.91079;295.558;371.261;104.905;118.818;
1065;8.32441;293.121;369.338;105.074;119.123;
1066;5.20965;291.084;368.67;105.813;119.949;
1067;4.01396;288.94;367.717;106.414;120.483;
1068;7.07826;286.844;366.313;106.404;120.403;
1069;8.2311;284.683;365.225;107.366;120.42;
1070;7.69233;282.468;363.851;107.748;122.061;
1071;7.29666;280.06;362.512;108.238;122.488;
1072;6.44793;277.744;361.438;108.864;122.277;
1073;5.32919;275.37;361.181;109.519;120.748;
1074;6.87015;272.683;360.384;109.793;119.787;
1075;3.12347;270.089;359.136;110.531;119.558;
1076;2.77794;267.538;357.98;110.103;120.054;
1077;176.884;262.225;354.264;110.852;121.485;
1078;179.562;259.262;352.961;112.371;122.032;
1079;2.74863;256.703;352.674;113.365;121.011;
1080;1.49854;254.287;351.082;114.57;123.238;
1081;5.42899;251.136;350.17;115.191;121.575;
1082;6.63704;247.795;348.909;115.232;122.02;
1083;5.61833;245.131;347.966;114.896;122.913;
1084;3.65267;242.475;347.317;115.267;121.683;
1085;4.82167;239.983;346.126;115.676;121.252;
1086;179.586;236.777;344.618;115.505;121.185;
1087;179.42;233.939;343.643;116.195;118.978;
1088;177.823;229.077;340.932;116.53;121.108;
1089;5.15804;227.527;339.597;116.281;120.636;
1090;2.30239;225.253;338.291;117.1;121.187;
1091;179.768;223.156;337.132;118.037;122.246;
1092;179.525;221.604;336.142;118.543;122.02;
1093;177.558;217.67;333.51;119.821;122.153;
1094;169.759;216.223;332.648;120.365;121.052;
1095;6.19879;214.522;331.102;119.89;121.227;
1096;17.7645;212.835;330.342;119.663;121.132;
1097;11.8172;211.525;329.68;120.251;121.732;
1098;12.6543;210.044;328.996;120.928;122.488;
1099;6.94179;208.565;328.544;120.755;122.796;
1100;12.5748;207.449;328.157;120.626;123.067;
1101;12.0501;205.914;327.607;121.576;123.884;
1102;17.716;204.727;326.977;121.506;124.119;
1103;12.4582;203.308;326.219;121.616;123.997;
1104;8.50787;201.954;325.643;121.628;124.257;
1105;9.70087;200.798;324.74;122.123;124.619;
1106;0.433316;199.357;324.295;121.961;124.83;
1107;4.1192;198.477;323.921;122.185;124.681;
1108;15.2431;197.164;323.509;122.929;124.895;
1109;16.7266;195.888;322.714;122.978;124.936;
1110;7.13742;195.016;321.235;123.179;125.538;
1111;5.56264;193.876;320.099;123.391;125.935;
1112;178.483;192.741;318.927;123.664;125.093;
1113;7.65234;190.928;317.617;124.023;125.37;
1114;171.912;189.646;317.074;124.625;125.985;
1115;143.751;188.614;316.334;125.045;125.953;
1116;141.622;187.714;315.804;125.268;125.979;
1117;132.279;187.031;315.035;125.82;126.241;
1118;145.01;186.246;314.159;125.665;126.365;
1119;29.4053;185.707;313.459;125.777;126.139;
1120;18.3221;185.032;312.701;125.958;126.238;
1121;43.7835;184.355;312.138;125.945;126.841;
1122;25.7741;183.548;311.776;125.929;126.86;
1123;46.6916;183.111;311.388;125.735;126.683;
1124;63.0613;182.367;310.868;125.282;126.745;
1125;74.0764;182.011;310.36;125.673;127.164;
1126;69.8492;181.643;310.286;125.356;127.525;
1127;69.5694;181.249;309.994;125.513;127.454;
1128;65.1147;181.022;309.427;126.423;128.252;
1129;75.8163;177.882;309.548;126.365;128.544;
1130;70.7243;173.787;308.472;127.413;129.741;
1131;46.2688;173.094;307.544;127.718;129.216;
1132;52.2146;173.09;307.47;127.736;129.201;
1133;57.9823;172.872;307.038;127.302;129.331;
1134;51.4673;172.618;306.756;128.193;129.533;
1135;46.9685;172.532;306.45;128.222;129.721;
1136;46.8196;172.387;306.235;128.297;130.243;
1137;41.5932;172.501;306.155;128.171;130.094;
1138;39.0855;172.551;306.083;128.466;130.032;
1139;43.8205;172.61;305.749;128.181;129.843;
1140;43.2387;172.934;305.571;128.247;129.877;
1141;42.5779;172.763;305.309;128.438;129.908;
1142;33.4958;172.718;305.249;128.44;130.044;
